total.voter,total.vote,valid.vote,opened.ballot,total.ballot,EVET.vote,EVET.ratio,HAYIR.vote,HAYIR.ratio,district.LAU,voter.count.Haziran,voted.count.Haziran,unchallenged.valid.vote.count.Haziran,challenged.valid.vote.count.Haziran,total.valid.vote.count.Haziran,invalid.vote.count.Haziran,AKP.Haziran,CHP.Haziran,HDP.Haziran,MHP.Haziran,voter.count.Kasim,voted.count.Kasim,unchallenged.valid.vote.count.Kasim,challenged.valid.vote.count.Kasim,total.valid.vote.count.Kasim,invalid.vote.count.Kasim,AKP.Kasim,CHP.Kasim,HDP.Kasim,MHP.Kasim,AKP.2018meclis,MHP.2018meclis,CHP.2018meclis,IYI.2018meclis,SP.2018meclis,HDP.2018meclis,VP.2018meclis,HUDAPAR.2018meclis,BGMSZ.2018meclis,voter.count.2018meclis,voted.count.2018meclis,total.valid.vote.count.2018meclis,invalid.vote.count.2018meclis,INCE.2018cb,AKSENER.2018cb,ERDOGAN.2018cb,DEMIRTAS.2018cb,KARAMOLLAOGLU.2018cb,PERINCEK.2018cb,voter.count.2018cb,voted.count.2018cb,total.valid.vote.count.2018cb,invalid.vote.count.2018cb,province.name,province.name.ascii,province.HASC,province.iso3166.2,province.iso3166.2.character,province.NUTS3,province.FIPS,province.population.2007,province.area.km2,region.code,district.name,district.name.ascii,district.name.ascii.normalized
85503,76396,75197,233,233,39634,5271,35563,4729,1744,80117,71040,69557,0,69557,1483,30624,13967,4137,15378,81151,72758,71850,0,71850,908,37916,16426,3193,12562,31025,14518,15410,9968,1794,5048,144,73,67,88596,79278,78047,1231,23100,7961,43408,2001,1199,156,88596,79286,77825,1461,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,gölbaşı,golbasi,golbasi
6879,6008,5874,37,37,4008,6823,1866,3177,1365,7100,6216,6060,0,6060,156,3711,788,34,1181,7083,6245,6153,0,6153,92,4131,886,18,930,3512,959,767,759,78,23,50,17,0,7033,6311,6165,146,1004,695,4335,9,40,34,7033,6311,6117,194,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,güdül,gudul,gudul
20847,16627,16337,104,104,11688,7154,4649,2846,1387,22014,17760,17368,0,17368,392,10080,1621,3217,1633,21238,17130,16850,0,16850,280,11717,1714,1918,1104,9927,1841,1650,892,299,2300,28,72,4,21199,17454,17013,441,2566,732,11936,1516,185,32,21199,17460,16967,493,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,haymana,haymana,haymana
10056,9018,8839,66,66,5851,6620,2988,3380,1427,10225,9163,8919,0,8919,244,4896,1668,76,1754,10239,9166,8996,0,8996,170,5795,1566,57,1324,4866,1375,1430,971,86,91,38,17,0,10082,9152,8874,278,1760,913,6078,35,53,19,10082,9171,8858,313,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,kalecik,kalecik,kalecik
34701,31428,30893,117,117,21568,6982,9325,3018,1815,31930,28745,28076,0,28076,669,16450,3079,641,6176,32845,30042,29695,0,29695,347,20250,3338,510,5016,17725,6250,3068,3846,451,818,67,46,0,36108,32766,32271,495,4863,3349,23001,585,288,55,36108,32776,32141,635,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,kazan,kazan,kazan
656315,584880,576145,1630,1630,320493,5563,255652,4437,1745,633679,555329,543710,275,543985,11344,255664,127740,21149,103894,640362,572307,565870,5,565875,6432,314046,137977,16513,85519,267523,85770,120515,69591,9394,26184,1106,630,0,663345,589024,580713,8311,167228,53258,340098,10760,5736,965,663345,588967,578045,10922,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,keçiören,kecioren,kecioren
20343,17733,17353,139,139,12089,6967,5264,3033,1473,20587,18075,17638,0,17638,437,10310,1909,140,3923,20547,18131,17836,0,17836,295,11956,1890,63,3386,10350,3387,1711,2201,361,126,45,55,0,20675,18668,18236,432,2553,2103,13158,63,233,31,20675,18673,18141,532,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,kızılcahamam,kizilcahamam,kizilcahamam
446418,402570,396615,1115,1115,197924,4990,198691,5010,1746,421056,373962,366819,0,366819,7143,152632,121633,17225,58469,427820,384986,380643,0,380643,4343,188588,124631,15106,44935,162956,52792,116902,35577,4384,25664,615,354,185,453e3,406526,399429,7097,150053,27730,208606,8618,2737,639,453e3,406551,398383,8168,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,mamak,mamak,mamak
22713,19914,19432,119,119,10559,5434,8873,4566,1539,23244,20506,19912,0,19912,594,8913,5127,145,4571,23168,20489,20093,0,20093,396,10527,4834,80,3931,9076,3057,3677,3267,179,143,56,51,10,22582,20128,19516,612,4647,3140,11416,52,111,55,22582,20132,19421,711,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,nallıhan,nallihan,nallihan
86835,74490,73318,270,270,39834,5433,33484,4567,1578,84202,72182,70550,57,70607,1575,33124,12622,4854,16127,84783,73026,72120,0,72120,906,40749,13846,3183,12650,33320,12318,11617,11157,942,4714,199,116,17,88480,76087,74400,1687,18789,9130,43227,2457,585,155,88480,76102,74343,1759,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,polatlı,polatli,polatli
93740,85115,83623,240,240,63928,7645,19695,2355,2034,87148,78127,76160,0,76160,1967,50755,6914,1154,11420,89080,81338,80318,0,80318,1020,60634,7481,854,9418,54888,14686,6830,7793,1520,1559,116,73,0,97665,88760,87465,1295,10639,6593,67847,754,934,111,97665,88753,86878,1875,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,pursaklar,pursaklar,pursaklar
24374,19920,19568,102,102,11256,5752,8312,4248,1658,24389,20175,19579,0,19579,596,9030,3769,979,4555,24413,19951,19602,0,19602,349,10757,3912,776,3683,9268,3055,3512,2880,219,1007,54,50,9,24592,20820,20054,766,4690,2543,12035,655,148,31,24592,20846,20102,744,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,şereflikoçhisar,sereflikochisar,sereflikochisar
363020,324577,319611,937,937,208871,6535,110740,3465,1747,340303,300056,292810,416,293226,6830,159155,43952,10950,59985,343549,309271,305517,1,305518,3753,198939,44184,8321,46941,170940,55854,42754,34242,4716,12299,397,521,79,361722,327145,321802,5343,61801,28855,219393,7191,2907,466,361722,327114,320613,6501,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,sincan,sincan,sincan
477172,433526,427170,1195,1195,181608,4251,245562,5749,1723,452990,402991,396851,0,396851,6140,142922,135168,21703,69333,461309,417043,412859,335,413194,3849,176526,150798,18150,59288,150319,50084,132366,60147,7425,28946,1043,354,202,483390,436824,430886,5938,182796,41016,192254,8243,4577,949,483390,436825,429835,6990,ankara,ankara,TR.AN,6,06,TR510,TU68,4466756,25706,CA,yenimahalle,yenimahalle,yenimahalle
8926,7279,7097,58,58,3809,5367,3288,4633,1121,9632,7841,7649,0,7649,192,3712,2342,64,1132,9437,7669,7506,0,7506,163,4077,2270,28,861,3653,646,2077,961,118,69,25,22,3,9242,7939,7574,365,2372,803,4300,22,80,18,9242,7944,7595,349,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,akseki,akseki,akseki
47949,41677,40872,136,136,19390,4744,21482,5256,2035,46650,39555,38632,0,38632,923,15487,8866,2911,10212,46391,40308,39700,0,39700,608,18852,9173,2310,8451,16166,4794,8082,8811,293,2801,91,121,23,48961,42519,41182,1337,11114,7753,20021,2215,173,66,48961,42519,41342,1177,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,aksu,aksu,aksu
199285,168422,164452,552,552,80333,4885,84119,5115,1126,190342,156329,152738,104,152842,3487,62414,33719,8042,44285,193278,163453,160572,226,160798,2655,79666,35602,6188,35689,65873,23018,35751,35815,1386,8055,562,399,559,204844,175559,171418,4141,49254,32112,84422,4828,822,387,204844,175583,171825,3758,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,alanya,alanya,alanya
19249,17361,16929,55,55,7729,4566,9200,5434,1811,18965,16666,16180,0,16180,486,6808,4147,266,3928,18873,16905,16595,0,16595,310,8010,4534,180,3175,7116,1310,4024,4009,480,268,53,60,15,19546,17863,17335,528,5050,3656,8196,96,357,32,19546,17867,17387,480,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,demre,demre,demre
41515,36940,36171,118,118,17023,4706,19148,5294,2036,37097,32526,31798,0,31798,728,13077,9543,1752,6366,37643,33304,32773,0,32773,531,15788,9683,1439,5070,15116,3982,9451,5971,380,2530,77,66,22,41987,38645,37595,1050,12624,4640,18681,1415,247,77,41987,38660,37684,976,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,döşemealtı,dosemealti,dosemealti
29193,26020,25394,108,108,12740,5017,12654,4983,1303,29117,25850,25138,0,25138,712,10810,6978,640,4898,29196,26139,25663,0,25663,476,12729,7397,402,4255,11126,2227,6384,5279,381,570,69,72,9,29636,26998,26117,881,7563,4733,13270,290,269,47,29636,27001,26172,829,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,elmalı,elmali,elmali
35071,30758,30126,104,104,13277,4407,16849,5593,1333,34406,29482,28665,0,28665,817,10295,9301,868,6871,34301,29632,29155,0,29155,477,12515,9637,646,5612,11650,3238,8491,5904,300,1007,95,80,11,36261,31619,30776,843,10977,4878,14324,444,136,65,36261,31617,30824,793,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,finike,finike,finike
36807,32935,32140,115,115,12595,3919,19545,6081,1337,36121,31032,30266,0,30266,766,11242,9727,531,7448,36370,32224,31508,0,31508,716,12729,10579,382,6697,11050,2954,11196,6044,373,706,170,92,22,37887,33725,32607,1118,13297,5435,13321,255,246,146,37887,33730,32700,1030,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,gazipaşa,gazipasa,gazipasa
5902,5066,4816,32,32,2838,5893,1978,4107,1370,6340,5282,5030,0,5030,252,2513,963,52,1110,6280,5347,5127,0,5127,220,2860,964,31,976,2301,412,1012,1041,63,64,47,45,9,6143,5363,4994,369,1173,1019,2680,32,45,30,6143,5363,4979,384,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,gündoğmuş,gundogmus,gundogmus
2187,1837,1774,12,12,818,4611,956,5389,1946,2319,1982,1932,0,1932,50,887,725,9,225,2290,1927,1886,0,1886,41,924,737,8,154,817,95,728,267,23,17,5,6,3,2290,2051,1961,90,841,175,907,6,14,7,2290,2053,1950,103,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,ibradı,ibradi,ibradi
41944,36860,35893,134,134,15437,4301,20456,5699,1451,40579,35002,34109,0,34109,893,12767,11415,989,7329,41018,35977,35258,0,35258,719,15027,12384,777,5938,13393,2725,11324,7308,366,1354,141,136,39,43147,38297,36786,1511,14682,5945,15591,470,179,80,43147,38294,36947,1347,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,kaş,kas,kas
27569,23675,23365,72,72,8944,3828,14421,6172,1959,27757,22967,22574,9,22583,384,7085,7350,1956,5651,28001,23497,23254,0,23254,243,8721,7885,1448,4820,7938,2510,7616,3906,187,1855,50,50,10,28545,24622,24122,500,10195,2784,9998,1070,94,51,28545,24622,24192,430,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,kemer,kemer,kemer
351341,306869,302061,891,891,137962,4567,164099,5433,2037,327922,281958,275880,302,276182,5776,104058,72860,34680,56807,334532,291563,287944,0,287944,3619,129626,75841,30763,46324,119658,34066,71682,41324,2924,37604,609,758,107,362499,315187,308732,6455,97463,31693,148932,28579,1956,452,362499,315211,309075,6136,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,kepez,kepez,kepez
111846,98387,97280,290,290,25671,2639,71609,7361,2038,102337,86766,85668,0,85668,1098,20206,41392,6653,14803,105063,90530,89837,0,89837,693,24604,45556,5563,12494,22359,7011,44787,16098,901,9183,290,78,72,116814,101942,100779,1163,60012,9439,27985,2696,508,255,116814,101949,100895,1054,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,konyaaltı,konyaalti,konyaalti
39938,35630,34823,132,132,18679,5364,16144,4636,1483,39774,35302,34428,0,34428,874,15552,8344,623,7518,39761,35630,34998,0,34998,632,18167,8573,446,6265,17132,3270,7827,5690,1222,709,82,88,16,40912,37245,36036,1209,9345,5238,20138,447,770,74,40912,37245,36012,1233,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,korkuteli,korkuteli,korkuteli
49373,43868,43097,138,138,20607,4782,22490,5218,1492,48416,42370,41312,187,41499,871,16409,11387,1904,10543,48247,42878,42247,0,42247,631,19060,12276,1542,8400,17447,4657,12124,7504,354,1937,89,154,22,50549,45405,44288,1117,13423,7641,21643,1287,233,60,50549,45409,44287,1122,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,kumluca,kumluca,kumluca
155034,134582,131995,434,434,57139,4329,74856,5671,1512,149209,126480,124040,0,124040,2440,44745,40199,5515,30100,151965,130547,128662,0,128662,1885,56618,40601,4100,24636,46024,18831,38524,23565,1114,5878,358,309,69,159121,137988,134672,3316,50620,18541,61611,3144,686,261,159121,138017,134863,3154,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,manavgat,manavgat,manavgat
350832,305865,301762,885,885,90482,2998,211280,7002,2039,338151,284229,279543,0,279543,4686,73521,127804,20944,48967,341835,293102,290553,0,290553,2549,89818,136396,17484,41941,80007,22381,124264,48483,2568,24558,813,353,240,355248,308425,303667,4758,164029,29432,98072,10490,1496,754,355248,308445,304273,4172,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,muratpaşa,muratpasa,muratpasa
85403,74964,73519,242,242,29231,3976,44288,6024,1616,83019,70936,69455,0,69455,1481,24881,21802,1695,18808,83630,72388,71372,0,71372,1016,30360,21200,1240,16938,25722,8080,18112,20383,550,1895,221,243,33,87704,77371,75239,2132,24012,18055,31928,1170,270,156,87704,77363,75591,1772,antalya,antalya,TR.AL,7,07,TR611,TU07,1789295,20591,MD,serik,serik,serik
8720,7401,7209,64,64,2634,3654,4575,6346,1145,9092,7811,7595,0,7595,216,2286,3358,136,1453,8990,7538,7386,0,7386,152,2454,3619,99,882,2562,380,3498,925,86,294,29,34,0,9196,8093,7808,285,4025,848,2785,53,57,29,9196,8096,7797,299,artvin,artvin,TR.AV,8,08,TR905,TU08,168092,7436,BS,ardanuç,ardanuc,ardanuc
15960,13563,13355,65,65,6822,5108,6533,4892,1147,15837,13239,12999,0,12999,240,5586,4242,218,2381,15918,13223,13033,1,13034,189,6749,4379,156,1278,6630,1200,4118,1240,261,292,35,20,0,16214,14082,13796,286,4884,1048,7542,65,174,30,16214,14081,13743,338,artvin,artvin,TR.AV,8,08,TR905,TU08,168092,7436,BS,arhavi,arhavi,arhavi
25227,22529,22067,109,109,8888,4028,13179,5972,1152,24989,21938,21551,0,21551,387,7364,7237,435,5511,24841,21531,21150,0,21150,381,8423,8304,291,3309,7265,2815,7302,3206,316,666,68,59,0,25085,22186,21697,489,9553,2256,9416,143,233,59,25085,22184,21660,524,artvin,artvin,TR.AV,8,08,TR905,TU08,168092,7436,BS,artvin merkez,artvin merkez,artvin
16770,14155,13829,62,62,8129,5878,5700,4122,1202,17251,14609,14265,0,14265,344,6645,3064,215,3667,17197,14353,14110,0,14110,243,8051,3471,185,1903,6594,2242,3676,1210,238,325,42,36,0,16979,14768,14363,405,4581,916,8556,54,150,31,16979,14768,14288,480,artvin,artvin,TR.AV,8,08,TR905,TU08,168092,7436,BS,borçka,borcka,borcka
25764,22508,22083,86,86,7649,3464,14434,6536,1395,25386,21666,21255,0,21255,411,6182,8366,1551,4517,25575,21521,21219,0,21219,302,7089,9726,1208,2572,6739,1795,9279,2004,278,2795,79,51,0,26489,23459,23020,439,12879,1460,7973,376,180,52,26489,23473,22920,553,artvin,artvin,TR.AV,8,08,TR905,TU08,168092,7436,BS,hopa,hopa,hopa
4787,3974,3894,21,21,1749,4492,2145,5508,1828,4622,4044,3963,0,3963,81,1244,1299,51,1218,4552,3933,3872,0,3872,61,1496,1361,39,851,1391,605,1311,490,37,90,8,9,0,4531,4030,3941,89,1590,520,1748,14,32,3,4531,4030,3907,123,artvin,artvin,TR.AV,8,08,TR905,TU08,168092,7436,BS,murgul,murgul,murgul
14313,11203,10879,88,88,4537,4170,6342,5830,1653,15595,12853,12470,0,12470,383,4373,4185,237,2899,15381,12238,11935,2,11937,301,4619,4948,163,1583,4650,748,5155,1398,298,509,95,66,0,15624,13473,12919,554,6088,1309,5216,98,151,55,15624,13503,12917,586,artvin,artvin,TR.AV,8,08,TR905,TU08,168092,7436,BS,şavşat,savsat,savsat
16591,13472,13149,113,113,9574,7281,3575,2719,1736,17189,14470,14038,3,14041,429,8290,1767,88,3157,16911,14075,13739,0,13739,336,9231,1837,39,1982,9144,1711,2019,1212,139,105,67,50,0,17157,14975,14447,528,2505,1182,10530,37,113,45,17157,14974,14412,562,artvin,artvin,TR.AV,8,08,TR905,TU08,168092,7436,BS,yusufeli,yusufeli,yusufeli
25949,23138,22444,92,92,9423,4198,13021,5802,1206,26358,23276,22535,0,22535,741,8566,8270,196,4371,26175,23286,22627,0,22627,659,9369,8650,142,3418,8752,1643,6484,4656,233,289,173,168,0,25836,23361,22398,963,7882,4063,9950,113,176,130,25836,23359,22314,1045,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,bozdoğan,bozdogan,bozdogan
9414,8527,8341,29,29,3356,4023,4985,5977,1781,9416,8507,8291,0,8291,216,2713,3203,481,1613,9396,8519,8339,0,8339,180,3354,3075,275,1351,3184,623,2494,1574,92,361,42,47,0,9523,8758,8417,341,3006,1384,3623,292,54,29,9523,8768,8388,380,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,buharkent,buharkent,buharkent
39994,35886,34983,148,148,13949,3987,21034,6013,1256,40085,35489,34463,0,34463,1026,12538,13777,535,5984,40101,35779,34904,1,34905,874,14338,15005,297,3940,13697,2226,12424,5258,314,724,174,170,0,40019,36344,34987,1357,14639,4516,15070,273,194,118,40019,36344,34810,1534,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,çine,cine,cine
56664,47403,46741,149,149,13087,2800,33654,7200,2000,53231,44467,43794,0,43794,673,9117,20034,6917,6496,54090,44351,43816,0,43816,535,10904,20819,5864,5375,11951,3307,24129,6047,258,9846,215,88,0,65215,56722,55841,881,32066,3735,14608,5e3,138,188,65215,56719,55735,984,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,didim,didim,didim
206624,184907,179814,555,555,62759,3490,117055,6510,2076,196961,172475,169399,2,169401,3074,47792,67942,17212,31472,199261,174902,172529,2,172531,2371,57686,68898,13212,28733,57070,16062,60030,30048,1354,18029,481,320,0,209128,186639,183394,3245,80507,20572,69045,11466,895,450,209128,186663,182935,3728,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,efeler,efeler,efeler
31746,28340,27759,98,98,8300,2990,19459,7010,1348,31320,28161,27580,0,27580,581,6212,10061,4942,5597,31293,28172,27639,0,27639,533,7590,10181,4590,4557,7664,2844,8480,3511,146,5445,92,66,0,31990,28966,28248,718,10286,3124,9800,4854,72,76,31990,28974,28212,762,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,germencik,germencik,germencik
35278,30009,29515,98,98,12546,4251,16969,5749,1807,33325,27411,26791,0,26791,620,9199,9677,1850,5485,33689,28347,27849,0,27849,498,10885,10149,1564,4628,11258,3148,9449,3804,221,2197,83,49,0,36199,30938,30209,729,11607,3156,13597,1556,133,74,36199,30938,30123,815,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,incirliova,incirliova,incirliova
14778,13036,12669,59,59,5057,3992,7612,6008,1435,15097,13103,12639,14,12653,450,4335,5408,145,2222,14995,13219,12848,0,12848,371,4729,5592,74,1945,4604,1064,4280,2022,115,117,109,89,0,14665,13003,12400,603,4848,1979,5377,58,42,55,14665,13003,12359,644,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,karacasu,karacasu,karacasu
9163,8213,7996,32,32,4511,5642,3485,4358,1957,9289,8000,7723,0,7723,277,3735,2425,57,1207,9256,8278,8040,0,8040,238,4342,2495,24,833,3839,909,1897,988,54,62,27,42,0,9111,8193,7818,375,2258,864,4533,43,36,33,9111,8193,7767,426,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,karpuzlu,karpuzlu,karpuzlu
18169,16307,15975,74,74,7862,4921,8113,5079,1479,18419,16405,15935,0,15935,470,6695,5880,406,2490,18222,16454,16124,0,16124,330,7341,6105,242,1995,7630,1190,4933,1730,93,423,38,53,0,18070,16501,16090,411,5727,1409,8564,216,56,36,18070,16508,16008,500,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,koçarlı,kocarli,kocarli
20104,17994,17569,63,63,10535,5996,7034,4004,1968,19904,17752,17225,0,17225,527,8684,2709,1130,4038,19809,17813,17415,0,17415,398,10121,3099,916,2685,9546,2236,2490,2241,143,1249,43,54,0,20186,18543,18002,541,3939,1917,11253,615,93,50,20186,18544,17867,677,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,köşk,kosk,kosk
79721,68024,67200,208,208,16654,2478,50546,7522,1497,75886,63760,62918,0,62918,842,12702,32513,5543,10283,77038,64562,63902,0,63902,660,15122,34534,4597,8415,15456,4802,35674,9826,312,7228,287,74,0,85651,74600,73659,941,45311,5363,19076,3442,162,254,85651,74600,73608,992,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,kuşadası,kusadasi,kusadasi
21593,19493,19031,68,68,8347,4386,10684,5614,1498,21969,19459,18980,0,18980,479,7451,7764,130,3050,21777,19476,19034,0,19034,442,8174,7911,58,2285,7611,1092,6553,2821,161,216,121,73,0,21467,19436,18648,788,7333,2593,8403,87,99,92,21467,19439,18607,832,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,kuyucak,kuyucak,kuyucak
112866,100231,98327,318,318,36417,3704,61910,6296,1542,109996,96944,94726,0,94726,2218,28827,37586,7025,18050,110307,97486,95766,0,95766,1720,33702,36561,5449,17429,34069,8822,30092,17618,963,7244,369,275,0,114227,102033,99452,2581,38918,13973,40503,4761,599,310,114227,102043,99064,2979,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,nazilli,nazilli,nazilli
87843,76980,75748,248,248,23541,3108,52207,6892,1637,85606,74114,72792,0,72792,1322,16122,31301,10214,13244,85974,75022,73937,0,73937,1085,19578,30705,8263,13900,21474,5778,27877,11111,445,10181,268,165,0,89117,78860,77299,1561,36271,7632,25415,7244,276,228,89117,78860,77066,1794,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,söke,soke,soke
15536,13896,13618,51,51,5113,3755,8505,6245,1640,15617,13953,13585,0,13585,368,4114,5537,1142,2404,15538,13807,13561,0,13561,246,4720,5425,897,2172,4753,1118,4284,2375,75,1009,42,36,0,15486,14071,13692,379,5107,2008,5591,789,66,45,15486,14071,13606,465,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,sultanhisar,sultanhisar,sultanhisar
10084,9162,8977,38,38,3974,4427,5003,5573,1724,10170,9118,8911,0,8911,207,3825,3230,108,1472,10147,9212,8996,0,8996,216,4014,3142,80,1531,3876,590,2725,1551,60,126,30,26,0,10084,9276,8984,292,3166,1397,4220,73,47,26,10084,9276,8929,347,aydın,aydin,TR.AY,9,09,TR321,TU09,946971,8007,AG,yenipazar,yenipazar,yenipazar
128909,116881,115108,373,373,58628,5093,56480,4907,2077,125150,111267,109140,0,109140,2127,48193,28251,2563,26270,125953,112785,111443,1,111444,1341,58504,30373,1788,18309,53790,10441,28485,18658,1308,2882,282,152,29,130512,118368,116027,2341,39202,11980,62891,905,857,219,130512,118360,116054,2306,balıkesir,balikesir,TR.BK,10,10,TR221,TU10,1118313,14292,MM,altıeylül,altieylul,altieylul
53772,46797,46161,152,152,12040,2608,34121,7392,1161,54630,47100,46379,0,46379,721,10070,24424,3086,7545,54353,46283,45758,0,45758,525,11346,24869,2629,5989,11394,3644,24424,7165,258,4482,194,59,12,58848,52619,51632,987,30927,4112,14137,2118,134,173,58848,52617,51601,1016,balıkesir,balikesir,TR.BK,10,10,TR221,TU10,1118313,14292,MM,ayvalık,ayvalik,ayvalik
11358,10510,10233,56,56,4771,4662,5462,5338,1169,11742,10725,10459,0,10459,266,4214,3705,173,1848,11637,10642,10414,0,10414,228,4562,3914,130,1345,4227,880,3083,1368,116,221,90,42,9,11265,10497,10036,461,3697,1199,4888,126,77,48,11265,10498,10035,463,balıkesir,balikesir,TR.BK,10,10,TR221,TU10,1118313,14292,MM,balya,balya,balya
